p_val,avg_log2FC,pct.1,pct.2,p_val_adj,marker,celltype,de
2.70614868870522e-19,0.677969280334127,0.213,0.074,1.03309932340011e-14,PIK3IP1,Mic,Up reg
5.88616301069839e-18,0.76049799215622,0.192,0.065,2.24710159096422e-13,SLC46A3,Mic,Up reg
8.0328370313369e-18,0.986144883476865,0.196,0.069,3.06661586508318e-13,MAFB,Mic,Up reg
1.71703034669301e-17,1.26768783671335,0.132,0.034,6.55493505153523e-13,SLC25A43,Mic,Up reg
4.89426889409716e-17,1.2374501746959,0.121,0.029,1.86843609301053e-12,CLEC2B,Mic,Up reg
9.10449500813943e-16,2.00920265829363,0.091,0.018,3.47573201430731e-11,AP001636.3,Mic,Up reg
1.65034587224062e-15,1.95418201269511,0.073,0.01,6.30036040186581e-11,NOD2,Mic,Up reg
1.98835665074291e-15,1.93621769980362,0.075,0.011,7.59075034987614e-11,HOTAIRM1,Mic,Up reg
7.6332581793492e-15,0.629370937394776,0.452,0.27,2.91407264254835e-10,KCNIP1,Mic,Up reg
9.03372210439669e-14,0.656807409595114,0.163,0.06,3.44871375057448e-09,AC106791.1,Mic,Up reg
3.41469425935298e-12,0.665830934941351,0.101,0.029,1.30359368045059e-07,CLIC2,Mic,Up reg
1.49933330926363e-11,0.638839845780275,0.192,0.087,5.72385484144485e-07,THRB,Mic,Up reg
2.60302269724911e-11,0.714326769739113,0.122,0.043,9.93729944901819e-07,RNF180,Mic,Up reg
3.05767048576104e-11,1.60501687089356,0.057,0.01,1.16729628464413e-06,VNN2,Mic,Up reg
3.63516983155737e-11,0.822274762992899,0.124,0.045,1.38776243489534e-06,SAP30,Mic,Up reg
4.00375107180509e-11,1.01678777509022,0.079,0.02,1.52847200917231e-06,ZNF557,Mic,Up reg
6.51095393910305e-11,0.660147798015364,0.107,0.035,2.48562177579198e-06,CLECL1,Mic,Up reg
2.36333118172817e-10,1.3941199340996,0.057,0.011,9.02225311936545e-06,AC021594.2,Mic,Up reg
1.61175619954855e-09,0.68651531302943,0.114,0.044,6.15304046739655e-05,GBP2,Mic,Up reg
2.60169402715543e-09,0.745400864174762,0.08,0.025,9.93222711806857e-05,RNF175,Mic,Up reg
6.45300600803613e-09,1.53266363759482,0.05,0.01,0.000246349957362787,CEACAM1,Mic,Up reg
1.73623965450411e-08,0.798107022845719,0.132,0.059,0.000662826850503488,IL15,Mic,Up reg
3.7817226235748e-08,1.39026262753268,0.049,0.011,0.00144371042877592,HTR7,Mic,Up reg
3.90139444534382e-07,1.04867215587763,0.064,0.021,0.0148939634345446,TSHZ3,Mic,Up reg
0,-14.8364873854638,0,0.507,0,LURAP1L-AS1,Oli,Down reg
7.25432914821823e-117,-1.6017029453879,0.231,0.355,2.76941269562379e-112,PWRN1,Oli,Down reg
1.9650043474023e-103,-10.9889225904801,0,0.068,7.50160059664302e-99,UFL1-AS1,Oli,Down reg
3.20979448857784e-98,-11.3765289290311,0,0.065,1.22537114395948e-93,IFNG-AS1,Oli,Down reg
1.21789867507288e-86,-10.6359401815718,0,0.057,4.64944998195825e-82,NECTIN3-AS1,Oli,Down reg
4.92836134803236e-84,-9.94948976413146,0,0.055,1.88145122822483e-79,HLA-DMA,Oli,Down reg
5.50776525286959e-59,-0.615916749319009,0.672,0.642,2.10264446293549e-54,CNDP1,Oli,Down reg
2.33892389626761e-42,-9.07196858751254,0,0.028,8.92907586639123e-38,SLC2A1-AS1,Oli,Down reg
4.6772831363188e-28,-1.11733020203601,0.185,0.23,1.78559961012106e-23,ARHGEF3,Oli,Down reg
4.1685892837406e-23,-0.717711508344985,0.458,0.439,1.59140064496081e-18,EEPD1,Oli,Down reg
6.45195269525823e-22,-2.73568828025241,0.013,0.036,2.46309746094178e-17,RGS4,Oli,Down reg
4.00221068602414e-20,-4.49555284473478,0.002,0.016,1.52788395149657e-15,AC132803.1,Oli,Down reg
5.79740323938791e-20,-0.965987674653288,0.247,0.271,2.21321666066873e-15,AC066613.2,Oli,Down reg
3.76586510504912e-19,-0.996828542463335,0.116,0.154,1.43765666250355e-14,PI16,Oli,Down reg
1.38809084738013e-17,-0.681579275517089,0.057,0.032,5.2991756189584e-13,TUBB2A,Oli,Down reg
3.90169076582201e-15,-1.75179716597429,0.043,0.069,1.48950946676021e-10,STMN2,Oli,Down reg
4.50790246566258e-14,-0.758616492297205,0.212,0.239,1.72093684529135e-09,SEMA5A,Oli,Down reg
7.00617632333232e-13,-1.2057315981223,0.057,0.081,2.67467787319534e-08,COL18A1,Oli,Down reg
1.87418485656738e-12,-1.66452787060216,0.051,0.074,7.15488810843164e-08,HSPA1B,Oli,Down reg
2.68280957426265e-12,-0.835615181850107,0.159,0.115,1.02418938307051e-07,HSPA1A,Oli,Down reg
1.96723235438911e-09,-0.60692880033039,0.407,0.389,7.51010623611585e-05,DTNA,Oli,Down reg
2.75282430810802e-09,-1.53066751120263,0.037,0.054,0.000105091820786332,TRPM1,Oli,Down reg
1.74634255398118e-07,-0.726450840882375,0.044,0.03,0.00666683733407854,NDRG4,Oli,Down reg
0,-12.0446758740893,0,0.54,0,SPRY4-AS1,In,Down reg
2.50623108702373e-131,-1.17217547957766,0.294,0.55,9.56778779782179e-127,SPRED2,In,Down reg
1.49777548264346e-116,-0.787400677812191,0.792,0.884,5.71790768253969e-112,PDE10A,In,Down reg
1.9610678905334e-102,-2.75569821231956,0.036,0.219,7.48657277890031e-98,ETV5,In,Down reg
1.42222756110336e-92,-0.850687489421864,0.364,0.592,5.42949593726819e-88,SPRED1,In,Down reg
6.0092414168439e-89,-5.35432686380284,0.003,0.143,2.29408800329433e-84,ATP6V1G2,In,Down reg
2.21507011653886e-85,-8.68355247812256,0,0.132,8.45625167689874e-81,RASGRF2-AS1,In,Down reg
2.42647521257545e-83,-1.75905416288206,0.132,0.315,9.26331177152803e-79,NAP1L5,In,Down reg
2.66146558943426e-76,-0.909351405374706,0.283,0.488,1.01604110342242e-71,ANKRD55,In,Down reg
7.33373876862969e-76,-3.30919866335889,0.017,0.15,2.79972811231207e-71,TSIX,In,Down reg
1.25897721932821e-71,-0.834630506753251,0.337,0.529,4.80627143250739e-67,PGM2L1,In,Down reg
2.18906127698897e-69,-2.88336362122048,0.035,0.17,8.35696033103309e-65,SST,In,Down reg
5.49049561674731e-58,-1.13756336626419,0.228,0.396,2.09605160664945e-53,SCG2,In,Down reg
2.20382340946263e-57,-1.23447970991384,0.178,0.332,8.41331624796454e-53,NAP1L2,In,Down reg
1.51934478232159e-54,-0.834232881814871,0.394,0.54,5.80025064099089e-50,LRP8,In,Down reg
1.66404820103539e-52,-0.800672430477534,0.379,0.532,6.3526704122727e-48,YWHAB,In,Down reg
4.20394263319422e-51,-0.760381672196619,0.318,0.477,1.60489713964822e-46,TOMM20,In,Down reg
1.52233888500476e-50,-0.702194108580906,0.416,0.574,5.81168092739418e-46,CAMK2N1,In,Down reg
2.21790504617182e-49,-1.44458619420434,0.111,0.241,8.46707430426555e-45,CHGB,In,Down reg
2.34159639674366e-48,-3.89644092355171,0.008,0.092,8.93927840420859e-44,LINC02144,In,Down reg
1.413125350115e-47,-3.6593147031692,0.011,0.097,5.39474733659903e-43,LINC01844,In,Down reg
3.30527963720648e-47,-7.51285390371595,0,0.075,1.26182355429995e-42,ATP2B1-AS1,In,Down reg
1.55087175771701e-43,-1.52410364408416,0.02,0.107,5.92060802226048e-39,VGF,In,Down reg
9.25173089921616e-43,-1.33807507437147,0.122,0.243,3.53194078808476e-38,RGS4,In,Down reg
1.90951484263816e-38,-0.912995666764851,0.206,0.332,7.28976386325545e-34,BEX1,In,Down reg
8.38428219813347e-38,-6.96860789296152,0,0.06,3.20078357195943e-33,HLA-DMA,In,Down reg
2.08940986568242e-34,-0.67672345766461,0.301,0.429,7.97653110322921e-30,AP1S2,In,Down reg
9.70905179222069e-33,-0.715154502630567,0.123,0.231,3.70652761219817e-28,RND3,In,Down reg
1.51474119991587e-32,-2.58679333453695,0.029,0.102,5.78267600479883e-28,CRH,In,Down reg
9.26683863582723e-31,-1.16641702183759,0.095,0.188,3.5377083176134e-26,MOAP1,In,Down reg
9.1888044026888e-30,-0.915475607267159,0.164,0.267,3.50791796877048e-25,CYCS,In,Down reg
1.39425663174456e-29,-1.0040456850544,0.226,0.341,5.32271411734802e-25,RELN,In,Down reg
2.25948694558235e-28,-1.74770149262456,0.05,0.125,8.62581736345518e-24,CBLN4,In,Down reg
2.30898512722146e-28,-0.8870387489074,0.139,0.239,8.81478162168066e-24,FAT1,In,Down reg
1.50381447998027e-27,-1.10670416032017,0.077,0.16,5.74096215877269e-23,RNF152,In,Down reg
3.06787938466613e-27,-0.689301050361819,0.271,0.378,1.17119363389014e-22,EID1,In,Down reg
1.04643940753597e-25,-0.697455997520298,0.32,0.424,3.99488708220931e-21,BEX3,In,Down reg
1.49303500959398e-25,-0.850204003826618,0.151,0.244,5.69981045262596e-21,UBQLN2,In,Down reg
3.55124166757464e-25,-6.68241985676835,0,0.04,1.35572201901329e-20,HLA-C,In,Down reg
2.64639924663273e-24,-1.41975788762295,0.06,0.131,1.01028937639451e-19,BEX5,In,Down reg
3.09135536153226e-24,-1.41499414234764,0.022,0.078,1.18015582281856e-19,SPRED3,In,Down reg
2.11136390541746e-22,-7.01917259438767,0,0.035,8.06034284532168e-18,GDNF-AS1,In,Down reg
7.54178678603973e-22,-6.49192836797793,0,0.034,2.87915252343853e-17,BAIAP2-DT,In,Down reg
4.49114921848211e-21,-1.50949815359109,0.037,0.093,1.71454112564773e-16,CCDC184,In,Down reg
5.2047615101225e-21,-0.847040038798525,0.067,0.135,1.98696975410437e-16,PNOC,In,Down reg
3.72415578607919e-20,-0.715673522994173,0.116,0.192,1.42173371289359e-15,RFK,In,Down reg
4.42959467672086e-20,-1.02617177181392,0.052,0.113,1.69104206378496e-15,NMU,In,Down reg
1.70223929513924e-19,-1.12991326624445,0.075,0.141,6.49846873312357e-15,COL5A2,In,Down reg
1.79157946579831e-19,-1.6661881855119,0.019,0.065,6.83953376863164e-15,CD24,In,Down reg
3.76159626782964e-19,-1.95148494057613,0.011,0.052,1.43602699120664e-14,AL132996.1,In,Down reg
3.94792349493405e-18,-1.06576683420475,0.223,0.305,1.50715927342602e-13,CXCL14,In,Down reg
4.29653708193453e-18,-1.2505040739935,0.048,0.103,1.64024599639933e-13,AC124016.2,In,Down reg
5.80864401630988e-18,-0.660786862527046,0.116,0.185,2.21750793966646e-13,LDHA,In,Down reg
8.70611230360517e-18,-1.4808468307116,0.008,0.044,3.32364543302431e-13,NR4A3,In,Down reg
1.79975055803833e-17,-0.714998251859581,0.116,0.186,6.87072773036714e-13,NOTCH2,In,Down reg
5.49143460893107e-17,-2.60560811524036,0.007,0.039,2.09641007630553e-12,EGR1,In,Down reg
3.56714038714531e-16,-0.772806605299482,0.13,0.198,1.36179151419659e-11,DYNLT3,In,Down reg
3.62097754365084e-16,-0.800078669879284,0.071,0.128,1.38234438706414e-11,SHROOM3,In,Down reg
4.60535102161793e-16,-1.33087919982541,0.023,0.063,1.75813880601286e-11,DUSP4,In,Down reg
4.81718550518662e-16,-0.752187665797041,0.177,0.247,1.83900873846004e-11,RAB3A,In,Down reg
1.51777305912804e-14,-0.905409125654713,0.098,0.158,5.79425043052719e-10,VIP,In,Down reg
2.49285029987238e-14,-0.889088617261082,0.09,0.145,9.51670530479282e-10,NDUFB10,In,Down reg
3.14022221075408e-14,-0.622649068450952,0.094,0.152,1.19881123117748e-09,FBXO45,In,Down reg
2.93914897510703e-13,-1.13685408110799,0.042,0.084,1.12204951273686e-08,ADGRG6,In,Down reg
7.43953470573197e-13,-0.9595412303325,0.061,0.107,2.84011676926024e-08,DNAJB9,In,Down reg
9.05373797435993e-13,-1.52376331140911,0.027,0.063,3.45635500909165e-08,OSTN,In,Down reg
9.55048072877913e-13,-1.05460363439571,0.056,0.101,3.64599152301872e-08,EIF5A2,In,Down reg
1.41911620162681e-12,-0.66544476974794,0.043,0.084,5.41761801133051e-08,TSHR,In,Down reg
1.4908793520178e-12,-0.687981135589807,0.062,0.109,5.69158101426317e-08,SPRY2,In,Down reg
1.64626499012608e-12,-1.35065353684459,0.021,0.054,6.28478122630533e-08,NR4A1,In,Down reg
2.91372500917916e-12,-0.993517013990603,0.051,0.093,1.11234365950424e-07,TCEAL8,In,Down reg
1.20445749122817e-11,-0.960287873924345,0.031,0.067,4.59813691851266e-07,LINC02133,In,Down reg
1.43581211262532e-11,-1.25429251580727,0.022,0.053,5.48135632115843e-07,TUNAR,In,Down reg
2.02164659048742e-11,-0.670996546406913,0.026,0.06,7.71783802384478e-07,TRIB2,In,Down reg
2.02376690861148e-11,-0.865850585920979,0.035,0.071,7.72593255031517e-07,ZNF215,In,Down reg
2.05792052596765e-11,-1.9127878193461,0.017,0.046,7.85631739993412e-07,PCSK1,In,Down reg
2.4494618799626e-11,-1.08513827072716,0.051,0.091,9.35106567294524e-07,LINC02196,In,Down reg
2.56671662377964e-11,-0.758419130161346,0.089,0.137,9.79869738294116e-07,PRDX5,In,Down reg
2.74703719638396e-11,-0.766296058313773,0.113,0.164,1.04870892009154e-06,TCEAL7,In,Down reg
9.63029050879887e-11,-3.92565604375209,0.002,0.019,3.67645970463906e-06,LINC02470,In,Down reg
1.15192498716805e-10,-3.85037413848283,0.002,0.02,4.39758883101275e-06,HOMER3,In,Down reg
1.60132684143936e-10,-0.640470410218726,0.04,0.076,6.11322534987891e-06,FAM89A,In,Down reg
6.14379740853918e-10,-0.657653711032952,0.093,0.137,2.34545609868392e-05,COPS7A,In,Down reg
7.7619679673115e-10,-0.650209133376491,0.087,0.129,2.96320889120084e-05,NDUFB11,In,Down reg
1.1269943972713e-09,-3.17499265320758,0.002,0.018,4.30241381102293e-05,FOSB,In,Down reg
2.76415483713901e-09,-0.895301026409826,0.078,0.118,0.000105524375062619,ADAMTS20,In,Down reg
3.89373460366847e-09,-0.92185767677186,0.031,0.061,0.000148647212229648,ISG15,In,Down reg
5.40481243080587e-09,-0.718867615184716,0.084,0.124,0.000206334119358445,MAGEE1,In,Down reg
7.15798092133669e-09,-0.934774567619912,0.029,0.057,0.000273263079652949,TRAPPC1,In,Down reg
7.81999258796151e-09,-0.738767327349592,0.047,0.08,0.000298536037038019,HSPA1B,In,Down reg
9.32005492968169e-09,-0.703805424981315,0.031,0.059,0.000355802416995528,SPATA2L,In,Down reg
1.01021602113369e-08,-0.604994430965432,0.088,0.129,0.000385660068227996,LBH,In,Down reg
2.12876723254141e-08,-1.1820891200087,0.023,0.047,0.000812678178695009,FOS,In,Down reg
2.78133694195312e-08,-0.684956921337241,0.093,0.134,0.00106180319096002,ID2,In,Down reg
8.0395656540182e-08,-0.750128574520526,0.038,0.066,0.00306918458407799,TRPC7,In,Down reg
8.38445745921154e-08,-1.04835541314092,0.074,0.109,0.0032008504796286,PVALB,In,Down reg
1.25493814964463e-07,-0.831430862163628,0.029,0.054,0.00479085188008335,MTHFD2,In,Down reg
1.44661633823633e-07,-0.667163805301479,0.08,0.114,0.00552260253285101,GADD45GIP1,In,Down reg
2.92579819211402e-07,-1.56950954627103,0.011,0.028,0.0111695271782145,GSG1L2,In,Down reg
2.92706253414855e-07,-1.05606773197739,0.019,0.04,0.0111743539303655,AC005064.1,In,Down reg
3.67516467526331e-07,-0.861711751715863,0.044,0.071,0.0140303086642852,PROM1,In,Down reg
4.50117527140956e-07,-2.41814428038909,0.004,0.017,0.0171836867161331,AL590302.2,In,Down reg
5.67393549765966e-07,-0.699726633915137,0.102,0.136,0.0216608161558655,GNG3,In,Down reg
6.61056796295585e-07,-0.820007221736264,0.051,0.08,0.0252365042553802,PPEF1,In,Down reg
1.29894762761786e-06,-0.870168110151088,0.045,0.071,0.0495886246319392,LINC01482,In,Down reg
0,-12.6251156121374,0,0.463,0,SPRY4-AS1,Ex,Down reg
0,-11.0989971045088,0,0.273,0,NECTIN3-AS1,Ex,Down reg
0,-1.09895896314907,0.807,0.903,0,PDE10A,Ex,Down reg
4.28848393523717e-267,-1.47235985512266,0.335,0.547,1.63717162711614e-262,RGS4,Ex,Down reg
2.70188227532948e-220,-0.814923654944114,0.54,0.689,1.03147057742978e-215,CHKA,Ex,Down reg
2.80128242316148e-196,-0.721794474343384,0.602,0.735,1.06941757786613e-191,SPRED1,Ex,Down reg
1.00091032269662e-194,-1.25406517185619,0.226,0.415,3.8210752479266e-190,ETV5,Ex,Down reg
6.31293515623878e-175,-2.81766636442867,0.04,0.176,2.41002612524572e-170,TSIX,Ex,Down reg
8.3912873623891e-162,-1.3784998963492,0.228,0.397,3.20345786346566e-157,RPL35,Ex,Down reg
1.48639686390663e-145,-1.22826156900867,0.185,0.346,5.67446866764993e-141,PCSK1,Ex,Down reg
4.31221881316021e-130,-8.37636473663688,0,0.08,1.64623265411204e-125,HLA-DMA,Ex,Down reg
2.81110263358045e-104,-0.911174407161107,0.214,0.353,1.07316654139567e-99,UST,Ex,Down reg
9.59522992847816e-97,-1.01187185355998,0.217,0.348,3.66307497749582e-92,ATP5F1E,Ex,Down reg
2.23459666597632e-83,-0.966083936178928,0.432,0.54,8.53079623203119e-79,CCK,Ex,Down reg
5.1847109230953e-80,-2.3607345268969,0.015,0.08,1.97931524200086e-75,LINC01844,Ex,Down reg
2.05867371166735e-78,-7.84923275788176,0,0.049,7.85919276166128e-74,ZNF710-AS1,Ex,Down reg
1.11142030045647e-73,-0.929503956752106,0.321,0.428,4.24295813902261e-69,COX4I1,Ex,Down reg
6.41934037479437e-73,-1.23834323798101,0.156,0.256,2.4506473814815e-68,NAP1L5,Ex,Down reg
6.70023632504063e-69,-1.63491509034283,0.059,0.138,2.55788221944751e-64,NPTX2,Ex,Down reg
1.28834688129436e-68,-0.758474061539541,0.391,0.499,4.91839305402935e-64,BEX3,Ex,Down reg
3.41811174122125e-63,-1.9967446019679,0.024,0.083,1.30489833832863e-58,AC024257.3,Ex,Down reg
5.32127745014628e-60,-0.946105550037009,0.184,0.279,2.03145087936784e-55,TOMM7,Ex,Down reg
6.40342097513861e-59,-1.575347982434,0.069,0.143,2.44456999146891e-54,EGR1,Ex,Down reg
1.45110434710447e-57,-0.885467268955105,0.251,0.345,5.53973595550601e-53,MZT2B,Ex,Down reg
1.81579985925752e-57,-1.67797687308554,0.036,0.097,6.93199754270152e-53,AC097480.1,Ex,Down reg
5.60595520730501e-54,-7.55085522293276,0,0.034,2.14012945994076e-49,ADAMTS9-AS1,Ex,Down reg
1.95321846157992e-52,-1.00869710056367,0.176,0.261,7.45660679892749e-48,SCG2,Ex,Down reg
7.46969484509147e-51,-1.03515991421206,0.073,0.143,2.85163070406212e-46,TRIB2,Ex,Down reg
2.33693819142694e-49,-0.647615648698623,0.15,0.235,8.9214952395915e-45,ETV1,Ex,Down reg
5.13031791173535e-45,-1.09169820535,0.111,0.181,1.95855016598409e-40,NDUFB10,Ex,Down reg
1.25161778584927e-44,-0.846654629583913,0.214,0.294,4.77817605925819e-40,COX5B,Ex,Down reg
3.44023812188606e-44,-0.859299954413729,0.214,0.293,1.31334530541122e-39,CYCS,Ex,Down reg
1.58024160729365e-43,-0.786917215715707,0.156,0.233,6.03273036000423e-39,PER2,Ex,Down reg
6.71982603135578e-43,-0.728042114717568,0.266,0.346,2.56536078573038e-38,RPL36,Ex,Down reg
1.11709162676185e-42,-1.38252898978307,0.078,0.139,4.26460899432604e-38,VGF,Ex,Down reg
1.37000494103454e-42,-0.863881033554374,0.11,0.18,5.23013086289345e-38,NEUROD6,Ex,Down reg
2.73188102534232e-42,-6.95494713288074,0,0.026,1.04292290023468e-37,HLA-C,Ex,Down reg
4.67547273695618e-42,-1.87020164295097,0.01,0.045,1.78490847206039e-37,AC243829.2,Ex,Down reg
2.6910191517597e-40,-1.06656209050109,0.121,0.189,1.02732347137578e-35,PRDX5,Ex,Down reg
1.43707155138691e-39,-1.10875521460732,0.109,0.173,5.48616435457468e-35,UQCRQ,Ex,Down reg
1.87824020348513e-39,-0.792137647140312,0.128,0.198,7.17036980082483e-35,NEDD9,Ex,Down reg
1.67832492324047e-37,-0.88516100457546,0.076,0.134,6.40717322696281e-33,DUSP6,Ex,Down reg
1.99106867594063e-37,-1.77778059296915,0.017,0.054,7.60110377727097e-33,AL390778.1,Ex,Down reg
8.52387652419166e-36,-0.970705794765719,0.038,0.084,3.25407510187541e-31,SPRY4,Ex,Down reg
1.60659766942179e-31,-1.00638579413973,0.056,0.103,6.13334726278464e-27,ETFB,Ex,Down reg
2.29919123832183e-29,-1.10259799605855,0.045,0.088,8.7773924714174e-25,VEGFA,Ex,Down reg
2.58676574439481e-25,-0.935951898352241,0.062,0.104,9.87523690580163e-21,AL162231.1,Ex,Down reg
2.78306652207933e-23,-0.992273198237575,0.031,0.063,1.062463475469e-18,SOX4,Ex,Down reg
4.33334585465877e-23,-0.887881634088277,0.049,0.086,1.65429811347453e-18,PTGS2,Ex,Down reg
3.01909568164074e-22,-0.812851743535077,0.122,0.169,1.15256996742317e-17,EGR3,Ex,Down reg
9.41330529324955e-22,-0.962479878940141,0.028,0.058,3.59362342875095e-17,LINC02364,Ex,Down reg
2.35354105804468e-21,-0.60760613925097,0.079,0.121,8.98487834319135e-17,NOX5,Ex,Down reg
7.45762621857235e-21,-0.69267976659614,0.079,0.121,2.84702338520218e-16,CD53,Ex,Down reg
9.62883456789792e-21,-0.627716940353267,0.264,0.317,3.67590388464071e-16,AC093607.1,Ex,Down reg
5.05551784226206e-20,-0.65359171226357,0.21,0.259,1.92999449146196e-15,TMEM160,Ex,Down reg
6.70793703143444e-20,-0.652520688499185,0.142,0.188,2.56082204112041e-15,EEF1B2,Ex,Down reg
8.49344009807154e-20,-1.10283915762817,0.042,0.074,3.24245569183979e-15,TRAPPC1,Ex,Down reg
2.26922768779221e-19,-0.77350946747641,0.118,0.161,8.66300362091554e-15,DRAP1,Ex,Down reg
2.65902337360493e-19,-2.83442024412927,0.004,0.02,1.01510876310742e-14,CRH,Ex,Down reg
1.42740328457883e-18,-0.620697432153892,0.123,0.167,5.44925477920816e-14,AL022068.1,Ex,Down reg
3.18713650193895e-18,-0.6481035940562,0.304,0.346,1.21672123098021e-13,TPI1,Ex,Down reg
8.32362036486494e-18,-0.818870446976456,0.041,0.071,3.17762531049084e-13,WDR97,Ex,Down reg
1.7126910593802e-17,-0.71777234982275,0.162,0.204,6.53836938828986e-13,BEX5,Ex,Down reg
2.12536396734435e-17,-0.917096608846347,0.096,0.134,8.1137894817338e-13,NDUFB11,Ex,Down reg
6.08824521306111e-17,-0.894878455856904,0.041,0.07,2.32424849253821e-12,AC079340.1,Ex,Down reg
6.60640236083583e-17,-1.03002175492289,0.035,0.062,2.52206016527269e-12,CCDC184,Ex,Down reg
6.9279132046593e-17,-1.74593606136976,0.014,0.033,2.64480014501074e-12,DUSP4,Ex,Down reg
1.05766156321307e-16,-5.44246608266365,0,0.01,4.03772878372222e-12,BFSP2-AS1,Ex,Down reg
4.74234574755914e-16,-0.698040084307182,0.049,0.079,1.81043791258818e-11,SPRED3,Ex,Down reg
5.42686250197068e-15,-0.672810558324453,0.137,0.175,2.07175902875233e-10,NDUFB7,Ex,Down reg
2.90650694530783e-13,-1.38610596039549,0.018,0.036,1.10958809144072e-08,LBH,Ex,Down reg
3.86146921823525e-13,-0.646999366656474,0.108,0.141,1.47415448875349e-08,PSMC3,Ex,Down reg
7.7093168503696e-13,-0.725776869236512,0.101,0.132,2.9431088007971e-08,GADD45GIP1,Ex,Down reg
1.75170050954269e-12,-0.784574836654102,0.015,0.032,6.68729186523016e-08,TYRP1,Ex,Down reg
2.03674965771425e-12,-1.41572700485374,0.01,0.025,7.77549549328991e-08,GAD2,Ex,Down reg
9.07347419972046e-12,-0.646695862543221,0.072,0.1,3.46388951048528e-07,MIDN,Ex,Down reg
2.10391298537591e-11,-1.04941708178473,0.008,0.021,8.03189821297106e-07,AL160396.1,Ex,Down reg
2.28050215637125e-11,-0.751929208121761,0.063,0.088,8.70604503216288e-07,AC008780.2,Ex,Down reg
4.82945780997395e-11,-0.77753101232639,0.028,0.047,1.84369381353566e-06,WFDC2,Ex,Down reg
8.22763953605235e-11,-0.64784586799634,0.084,0.111,3.14098366928335e-06,MRPL51,Ex,Down reg
1.76964920712526e-10,-0.773500032291834,0.11,0.137,6.75581281312141e-06,PCDH8,Ex,Down reg
2.77342022046949e-10,-0.686771064614841,0.043,0.064,1.05878090336643e-05,KLF10,Ex,Down reg
7.44604648465731e-10,-1.06006842199334,0.017,0.031,2.84260270598278e-05,LINC02470,Ex,Down reg
2.40104773998745e-09,-0.999256889954264,0.037,0.055,9.16623985217609e-05,ARL4D,Ex,Down reg
4.24427376253772e-09,-0.664324178941238,0.021,0.035,0.00016202939515864,ID4,Ex,Down reg
1.40737661347075e-08,-0.710106318274257,0.114,0.138,0.000537280095958593,AURKAIP1,Ex,Down reg
2.44805421509693e-08,-1.50202189583018,0.008,0.018,0.000934569177155406,AC090617.5,Ex,Down reg
3.23357431838049e-08,-1.73200263315249,0.007,0.017,0.00123444933178493,EGR2,Ex,Down reg
4.13046916932157e-08,-1.32091123222261,0.005,0.013,0.0015768479100802,TRIB1,Ex,Down reg
9.36016274643845e-08,-0.987645114127448,0.008,0.017,0.00357333573008034,LDHC,Ex,Down reg
6.33480348766577e-07,-0.673278406235546,0.045,0.061,0.0241837457945128,MRPL54,Ex,Down reg
1.01418553243599e-06,-0.71572298966597,0.021,0.033,0.0387175468862762,LINC01501,Ex,Down reg
2.70939883848753e-128,-1.366523244407,0.744,0.773,1.034340100581e-123,ZNF98,Ast,Down reg
8.42436493835832e-45,-0.841484864981516,0.749,0.744,3.21608555886767e-40,AC002429.2,Ast,Down reg
3.41863034226261e-43,-0.705935744902245,0.735,0.735,1.30509631946218e-38,GRM3,Ast,Down reg
3.35132903866578e-41,-1.73601505581898,0.279,0.379,1.27940337380105e-36,WIF1,Ast,Down reg
2.11575569798727e-34,-0.939230045269141,0.568,0.595,8.07710895263621e-30,RERG,Ast,Down reg
3.53926408529895e-26,-1.61722130141954,0.236,0.313,1.35114945720373e-21,CALN1,Ast,Down reg
4.87697584064501e-15,-1.56214785832,0.308,0.335,1.86183429692464e-10,VEGFA,Ast,Down reg
1.48271532885784e-08,-1.45773815300951,0.153,0.19,0.000566041403944769,ATP1B1,Ast,Down reg
2.14963659708849e-08,-0.771385973290977,0.661,0.565,0.000820645267304501,DAAM2,Ast,Down reg
5.08727428840611e-08,-1.37259868789938,0.163,0.2,0.00194211783234191,ADAMTS9,Ast,Down reg
6.31749826208387e-07,-3.07939049167091,0.029,0.053,0.0241176813653314,NR4A3,Ast,Down reg
1.28666610128863e-06,-0.630748195502865,0.2,0.14,0.0491197650827949,AADAT,Ast,Down reg
7.82538460698444e-64,-1.65358661647566,0.496,0.657,2.98741882756238e-59,GPR158,Opc,Down reg
1.82671827590807e-53,-0.892186639527854,0.794,0.822,6.97367969010665e-49,PREX2,Opc,Down reg
3.03241007393469e-28,-0.968386343276317,0.493,0.6,1.15765286982531e-23,CDH18,Opc,Down reg
1.34699511102683e-16,-1.08235199693714,0.182,0.081,5.14228853585603e-12,HSPA1A,Opc,Down reg
5.9210373963155e-15,-0.659498992767404,0.502,0.578,2.2604152364174e-10,RALYL,Opc,Down reg
1.76339585020244e-12,-2.81626753717159,0.034,0.101,6.73193999773283e-08,ZNF676,Opc,Down reg
1.77652123895064e-11,-3.5945657222203,0.023,0.081,6.78204748181797e-07,EGR1,Opc,Down reg
1.61355598398114e-09,-1.75313566567446,0.099,0.168,6.1599113244464e-05,GINS3,Opc,Down reg
2.79467066888221e-08,-1.39278389790414,0.118,0.183,0.00106689347455247,KCNJ3,Opc,Down reg
2.14545716846099e-30,-2.79253980074839,0.186,0.379,8.19049728631667e-26,MAP1B,Mic,Down reg
