p_val,avg_log2FC,pct.1,pct.2,p_val_adj,marker,celltype,de
1.98887716736408e-10,-0.637474373818922,0.02,0.032,7.59273747412912e-06,TYRP1,Ex,Down reg
2.64784202912096e-10,-0.655774474362169,0.022,0.034,1.01084017303722e-05,ADAMTS9-AS1,Ex,Down reg
5.04409961478853e-09,-0.850696133319421,0.01,0.018,0.000192563546894167,AC090617.5,Ex,Down reg
7.49389484903333e-139,-1.24044734595984,0.582,0.773,2.86086929756696e-134,ZNF98,Ast,Down reg
6.73098879012433e-97,-1.04196720912951,0.601,0.735,2.56962228051786e-92,GRM3,Ast,Down reg
2.64472218567887e-85,-1.1737229422384,0.389,0.595,1.00964914160477e-80,RERG,Ast,Down reg
7.75466838407104e-84,-0.930201744647921,0.563,0.744,2.96042220230296e-79,AC002429.2,Ast,Down reg
1.07937029677581e-42,-1.50099308714139,0.196,0.335,4.12060404497132e-38,VEGFA,Ast,Down reg
4.00234594269892e-26,-0.886145614695488,0.27,0.379,1.52793558708474e-21,WIF1,Ast,Down reg
1.57870180268426e-24,-1.59451662468464,0.109,0.2,6.02685200192745e-20,ADAMTS9,Ast,Down reg
1.68332170381055e-17,-0.607980377123137,0.498,0.565,6.42624893646715e-13,DAAM2,Ast,Down reg
1.45612383729846e-14,-0.710021581801706,0.235,0.313,5.5588983612706e-10,CALN1,Ast,Down reg
2.7082822935867e-12,-3.3741785222249,0.018,0.053,1.03391384839966e-07,NR4A3,Ast,Down reg
2.48067925779484e-09,-0.891981663505238,0.093,0.14,9.47024113455758e-05,AADAT,Ast,Down reg
1.00614446581577e-08,-0.710361895598075,0.141,0.19,0.00038410571126983,ATP1B1,Ast,Down reg
2.14317101827613e-87,-1.51369953660095,0.415,0.657,8.18176967937096e-83,GPR158,Opc,Down reg
2.36977234310356e-54,-0.72151191971501,0.703,0.822,9.04684289703216e-50,PREX2,Opc,Down reg
1.28780956265863e-45,-0.956395466154561,0.398,0.578,4.9163417864056e-41,RALYL,Opc,Down reg
3.01887160274093e-36,-0.756076569873522,0.429,0.6,1.15248442306238e-31,CDH18,Opc,Down reg
1.31734415465501e-26,-5.22957748044513,0.006,0.081,5.02909304481097e-22,EGR1,Opc,Down reg
4.79556587235607e-22,-1.8338463571771,0.069,0.168,1.83075522743065e-17,GINS3,Opc,Down reg
1.06938507528469e-18,-1.51215269362302,0.088,0.183,4.08248446340684e-14,KCNJ3,Opc,Down reg
1.32473946137428e-07,-1.21796347129691,0.057,0.101,0.00505732536774246,ZNF676,Opc,Down reg
4.73134970564129e-07,-2.73830383532205,0.043,0.081,0.0180624006362562,HSPA1A,Opc,Down reg
8.18763593267271e-93,-2.14899314058714,0.213,0.554,3.12571189365713e-88,AC008691.1,Mic,Down reg
1.2874199927199e-51,-2.94352186142503,0.084,0.292,4.91485456420749e-47,AC008050.1,Mic,Down reg
8.02666080247978e-36,-2.76281994137167,0.052,0.202,3.06425802795468e-31,CD83,Mic,Down reg
8.44584942450526e-23,-4.7986399738135,0.009,0.086,3.22428747629913e-18,NR4A3,Mic,Down reg
4.29843072195415e-16,-1.38019760798496,0.176,0.287,1.64096891241321e-11,MRC1,Mic,Down reg
5.32119991143498e-12,-2.41977633745128,0.016,0.066,2.03142127818942e-07,LDLR,Mic,Down reg
8.82776439493836e-12,-0.855101128120222,0.314,0.4,3.37008733541167e-07,SPARCL1,Mic,Down reg
1.47179348896242e-10,-0.723107713924599,0.548,0.599,5.61871882346293e-06,KHDRBS3,Mic,Down reg
2.58887670931689e-10,-1.59142193370583,0.07,0.139,9.88329572548817e-06,ESRRG,Mic,Down reg
3.36866308233498e-09,-1.68353720802025,0.052,0.109,0.00012860208183122,TSPAN7,Mic,Down reg
1.66779962981661e-08,-1.12831201952272,0.165,0.235,0.000636699186678788,SNAP25,Mic,Down reg
2.37492072677048e-07,-0.791049920183697,0.33,0.383,0.009066497366519,SYT1,Mic,Down reg
6.17332296124906e-07,-0.854827507614665,0.326,0.379,0.0235672777368644,MAP1B,Mic,Down reg
6.72574684887819e-07,-0.83146139752188,0.157,0.221,0.0256762111702774,GPM6A,Mic,Down reg
